"","lon","lat"
"178",-83.2386396,31.2030359
"179",-83.618713,32.8473009
"180",-83.6360899,32.8331777
"181",-83.6945317,32.8715199
"182",-83.3457116,32.3841718
"183",-88.9323181,37.7374089
"184",-81.770256,32.414409
"185",-82.0126278,33.083482
"186",-83.9778159,33.3038123
"187",-81.6151466,30.7809165
"188",-91.1276193,41.769477
"189",-85.0744813,33.5696655
"190",-84.9167712,33.7444253
"191",-85.2640009,34.9469261
"192",-81.154752,31.98515
"193",-81.1001261,32.0278294
"194",-81.0885729,32.0303629
"195",-84.9284407,32.3735747
"196",-84.4902612,34.2454961
"197",-83.3979673,33.9613926
"198",-83.4058492,33.9472661
"199",-84.3895396,33.5794455
"200",-82.7642942,31.0340448
"201",-84.5516184,33.9698219
"202",-84.6040933,33.8571069
"203",-82.8634495,31.5096167
"204",-83.7803079,31.1257976
"205",-83.4242471,31.144417
"206",-84.7552253,33.3573129
"207",-75.0304253,39.4062591
"208",-84.5524602,30.9027164
"209",-83.1779633,32.1853931
"210",-84.1583522,31.5909075
"211",-84.7314746,33.7390326
"212",-84.9457046,31.3733181
"213",-81.3201209,32.3643545
"214",-94.1564551,36.1158785
"215",-82.3475626,32.5926756
"216",-75.8789932,41.25158
"217",-84.3743296,34.9177348
"218",-84.5081546,33.4528556
"219",-85.1783926,34.2593708
"220",-85.1965287,34.2767101
"221",-84.1390887,34.1787035
"222",-83.1309283,34.4407201
"223",-84.3860973,33.7681453
"224",-84.3498507,33.9084222
"225",-84.3819669,33.7517652
"226",-84.319854,34.0630617
"227",-84.3533804,33.90851
"228",-84.3955264,33.8088405
"229",-84.3729609,33.7629065
"230",-84.1762365,34.0664974
"231",-81.4844859,31.1754151
"232",-84.9263043,34.5102054
"233",-84.1991038,30.8638442
"234",-83.2421529,33.4813372
"235",-84.0177214,33.9634925
"236",-84.0219773,33.877504
"237",-83.5370886,34.5810438
"238",-83.8196752,34.3039749
"239",-85.1448575,33.7168342
"240",-84.2271275,33.5111408
"241",-83.6303536,32.6166551
"242",-83.7102617,32.4593871
"243",-83.2511862,31.603517
"244",-83.8380969,34.120048
"245",-78.985369,38.094427
"246",-83.6865305,33.3144414
"247",-84.2815358,30.4316614
"248",-82.4055638,33.0104736
"249",-81.9344009,32.8042804
"250",-84.9370459,33.7348833
"251",-81.5873716,31.8800952
"252",-81.6009755,31.8394772
"253",-83.2861741,30.8616385
"254",-80.0982787,40.4130111
