"","county_code","lon","lat"
"668","19175",-94.2743628,41.0006855
"669","19177",-91.9099238,40.7001158
"670","19179",-92.3813621,41.0148894
"671","19181",-93.5003454,41.3080549
"672","19183",-91.7538817,41.3477966
"673","19185",-93.3388917,40.6677356
"674","19187",-94.1513764,42.3974963
"675","19189",-93.6623239,43.3481922
"676","19191",-91.9099238,43.2362611
"677","19193",-95.9832577,42.3166158
"678","19195",-93.3388917,43.3580686
"679","19197",-93.6623239,42.7273744
"680","20001",-95.3102505,37.9435853
"681","20003",-95.3102505,38.2809328
"682","20005",-95.3520876,39.5701137
"683","20007",-98.7481167,37.2299788
"684","20009",-98.7651482,38.3613844
"685","20011",-94.8105955,37.7957092
"686","20013",-95.4777811,39.770047
"687","20015",-96.8350999,37.8649441
"688","20017",-96.5783387,38.3007661
"689","20019",-96.2800864,37.1738044
"690","20021",-94.8105955,37.1142482
"691","20023",-101.7979613,39.7877848
"692","20025",-99.8124935,37.3158895
"693","20027",-97.179026,39.34792
"694","20029",-97.6982272,39.4795571
"695","20031",-95.8142885,38.2570639
"696","20033",-99.2785583,37.1894543
"697","20035",-96.9209135,37.2660235
"698","20037",-94.8105955,37.455799
"699","20039",-100.5296115,39.7480368
"700","20041",-97.179026,38.8505977
"701","20043",-95.1849219,39.8245628
"702","20045",-95.2684437,38.9107835
"703","20047",-99.2785583,37.865958
"704","20049",-96.1526985,37.3936365
"705","20051",-99.2785583,38.8683549
"706","20053",-98.2212979,38.615225
"707","20055",-100.8903099,38.0625252
"708","20057",-99.8124935,37.6540069
"709","20059",-95.3102505,38.6165913
"710","20061",-96.7922355,38.9984685
"711","20063",-100.5296115,38.9271279
"712","20065",-99.8124935,39.3198302
"713","20067",-101.2523792,37.5245985
"714","20069",-100.439656,37.6840811
"715","20071",-101.7979613,38.4738028
"716","20073",-96.1526985,37.9025905
"717","20075",-101.7979613,37.9741668
"718","20077",-98.0465185,37.1096002
"719","20079",-97.3516558,38.0025215
"720","20081",-100.8903099,37.5588285
"721","20083",-99.9912254,38.1429747
"722","20085",-95.8142885,39.4241422
"723","20087",-95.3102505,39.2827652
"724","20089",-98.2212979,39.7720227
"725","20091",-94.8520636,38.845412
"726","20093",-101.2523792,38.0281402
"727","20095",-98.2212979,37.6071593
"728","20097",-99.2785583,37.5285165
"729","20099",-95.3102505,37.2639041
"730","20101",-100.5296115,38.4294888
"731","20103",-95.018246,39.1713075
"732","20105",-98.2212979,39.1135788
"733","20107",-94.8105955,38.1339574
"734","20109",-101.1617356,38.9504774
"735","20111",-96.1526985,38.4078037
"736","20113",-97.6982272,38.3164433
"737","20115",-97.179026,38.349424
"738","20117",-96.4929797,39.717719
"739","20119",-100.3497895,37.2698449
"740","20121",-94.8105955,38.6381689
"741","20123",-98.2212979,39.443669
"742","20125",-95.8142885,37.240253
"743","20127",-96.663812,38.7144832
"744","20129",-101.7979613,37.1333387
"745","20131",-95.9832577,39.7451077
