State and County FIPS Code,Actual Per Capita Costs
19147,9046.41
19149,8080.58
19151,8129.39
19153,7706.13
19155,8462.61
19157,7108.71
19159,11041.85
19161,9441.63
19163,9130.52
19165,8978.99
19167,8446.53
19169,7489.29
19171,8432.15
19173,10386.79
19999,*
19175,7931.44
19177,9866.05
19179,8503.67
19181,7558.93
19183,8336.9
19185,9129.69
19187,7365.78
19189,8698.69
19191,7860.96
19193,8390.24
19195,7840.19
19197,10262.28
,8013.49
16001,7924.69
16003,6466.84
16005,9317.42
16007,8002.24
16009,8300.37
16011,8365.08
16013,7625.31
16015,6569.26
16017,6408.71
16019,8776.64
16021,6619.31
16023,9477.05
16025,8148.61
16027,8353.17
16029,8407.73
16031,8353.42
16033,5031.59
16035,7937.66
16037,7536.06
16039,7422.28
16041,7357.61
16043,7420.23
16045,7548.36
16047,10093.8
16049,7756.57
16051,8135.08
16053,8755.65
16055,7587.53
16057,7631.01
16059,7719.29
16061,7564.18
16063,8623.22
16065,7245.96
16067,7381.21
16069,7821.06
16071,9566.23
16073,6725.09
16075,8050.91
16077,10138.17
16079,8208.09
16081,7713.69
16083,8423.92
16999,*
16085,7665.75
16087,8879.01
,10213.51
17001,9364.49
17003,8138.38
17005,10098.59
17007,9258.27
17009,8245.71
17011,8630.24
17013,7520.45
17015,7935.44
17017,8596.85
17019,8721.15
17021,9097.81
17023,9067.81
17025,10396.91
17027,8917.19
17029,9821.9
17031,11652.97
17033,8330.73
17035,9202.66
17037,9562.89
17039,9210.56
17041,9180.69
17043,9794.18
17045,9929.64
17047,8577.01
17049,8867.81
17051,8763.6
17053,9213.83
17055,9153.32
17057,8530.15
17059,9298.26
17061,9554.6
17063,10599.31
17065,9553.14
17067,8184.81
17069,9390.46
17071,8776.43
17073,8369.34
17075,9663.78
17077,9481.71
17079,10134.05
17081,9679.89
17083,8719.69
17085,8067.29
17087,8263.73
17089,10179.58
17091,10912.7
17093,9636.91
17095,8699.04
17099,9351.49
17097,9889.54
17101,9716.39
17103,8338.49
17105,9019.78
17107,9291.02
17115,8757.34
17117,9337.64
17119,9457.98
17121,11002.2
17123,8943.26
17125,9069.2
17127,9261.82
17109,8254.53
17111,9716.32
17113,7744.43
17129,8336.48
17131,8828.29
17133,8890.66
17135,8985.16
17137,9502.6
17139,9344.03
17141,8817.61
17143,8274.99
17145,10223.2
17147,10197.11
17149,10101.29
17151,7648.31
17153,9850.34
17155,8291.23
17157,9758.61
17159,8541.75
17161,9081.07
17165,9195.84
17167,8964.74
17169,8682.83
17171,8764.83
17173,8551.34
17163,9864.45
17175,8455.48
17177,8274.85
17179,8363.28
17999,*
17181,8218.64
17183,9415.14
17185,8998.76
17187,8394.68
17189,9075.81
17191,8510.19
17193,8973.49
17195,9308.57
17197,10650.43
17199,9126.45
17201,9282.01
17203,8167.26
,9693.76
18001,8040.01
18003,9306.55
18005,9200.62
18007,9191.88
18009,10803.74
18011,10833.51
18013,7834.72
18015,9047.97
18017,9316.35
18019,10560.14
18021,9607.94
18023,9470.46
18025,8925.12
18027,9789.69
18033,9107.98
18029,9464.62
18031,8914.4
18035,9925.92
18037,7880.68
18039,8348.08
18041,8706.81
18043,9472.88
18045,9112.85
18047,7956.83
18049,8397.86
18051,9733.32
18053,9716.05
18055,9170.97
18057,8852.56
18059,8794.63
18061,9257.47
18063,9162.01
18065,9423.26
18067,9724.11
18069,8816.24
18071,8363.02
18073,9953.59
18075,8703.25
18077,8924.21
18079,7644.61
18081,8828.37
18083,9929.39
18085,8117.83
18087,7576.46
18091,9227.6
18089,12060.79
18093,8539.26
18095,10085.48
18097,11004
18099,8666
18101,8231.57
18103,9120.71
18105,7636.35
18107,8874.38
18109,8720.07
18111,9821.59
18113,8462.44
18115,9247.85
18117,8989.39
18119,9076.23
18121,8829.55
18123,8512.77
18125,9106.7
18127,10261.59
18129,9150.95
18131,9401.62
18133,9422.54
18135,8622.88
18137,9005.53
18139,8887.01
18143,9518.4
18145,10391.97
18147,8262.23
18141,9343.32
18149,9163.84
18151,8104.12
18153,10128.78
18155,8802.81
18157,9540.48
18159,10662.4
18999,*
18161,7941.66
18163,9850.85
18165,9082.13
18167,10634.67
18169,8690.73
18171,9129.63
18173,9255.16
18175,9498.63
18177,9855.55
18179,9061.67
18181,9076.43
18183,7996.4
,9103.13
20001,9743.28
20003,10677.47
20005,8977.24
20007,10800.8
20009,9822.73
20011,8202.45
20013,9965.06
20015,8857.48
20017,7662.28
20019,9444.35
20021,9650.72
20023,10859.13
20025,12867.51
20027,9043.11
20029,9059.32
20031,8172.14
20033,9491.8
20035,8035.49
20037,9276.14
20039,12122.19
20041,8837.37
20043,9184.43
20045,7894.22
20047,9538.68
20049,9960.83
20051,9751.88
20053,10002.26
20055,8530.04
20057,8463.2
20059,9094.37
20061,8001.88
20063,12272.88
20065,11046.47
20067,6807.32
20069,6809.07
20071,11603.57
20073,10638.46
20075,10789.86
20077,10189.97
20079,8528.69
20081,9937.34
20083,9347.63
20085,9075.56
20087,8464.64
20089,9504.01
20091,9178.34
20093,9508.13
20095,9629.21
20097,9594.1
20099,9067.71
20101,13013.71
20103,9073.81
20105,11020.73
20107,8391.77
20109,12026.13
20111,8745.77
20115,8954.24
20117,9009.11
20113,8678.46
20119,8753.8
20121,8661.44
20123,9176.6
20125,8781.21
20127,7696.33
20129,8431.39
20131,9176.24
20133,9997.61
20135,11460.78
20137,8021.31
20139,8250.32
20141,10772.37
20143,8980.97
20145,10540.53
20147,10771.94
20149,9944.78
20151,9625.19
20153,14453.05
20155,8618.92
20157,8170.6
20159,9298.14
20161,7919.51
20163,10124.11
20165,10545.36
20167,9966.69
20169,8647.44
20171,12719.83
20173,8776.59
20175,8348.03
20177,8804.25
20179,11994.6
20181,11002.68
20183,9896.67
20185,9798.08
20187,9479.97
20189,10518.55
20191,7649.85
20193,12336.56
20195,13618.52
20999,*
20197,8255.08
20199,11879.52
20201,9577.2
20203,14499.38
20205,11425.25
20207,9561.77
20209,10994.83
,9127.09
21001,8810.48
21003,9254.87
21005,8281.64
21007,8023.32
21009,9161.1
21011,8764.02
21013,8610.03
21015,9965.82
21017,8688.59
21019,9589.38
21021,9071.75
21023,7693.72
21025,9556.76
21027,8681.42
21029,9559.79
21031,8453.14
21033,7416.99
21035,8019.34
21037,10129.73
21039,9519.06
21041,9969.22
21043,8448.66
21045,10528.86
21047,8697.52
21049,9389.34
21051,10158.42
21053,10379.14
21055,9433.53
21057,11499.5
21059,9158.91
21061,9378.23
21063,7357.27
21065,8813.8
21067,9186.4
21069,9676.34
21071,9631.27
21073,12219.09
21075,9772.26
21077,11144.33
21079,8753.84
21081,9901.36
21083,9038.22
21085,8868.86
21087,10443.94
21089,9553.48
21091,8211.8
21093,8241.53
21095,8193.98
21097,8141.59
21099,8236.83
21101,9953.45
21103,9344.14
21105,9964.85
21107,8644.33
21109,8215.97
21111,9596.67
21113,8697.82
21115,9005.42
21117,10067.9
21119,9290.85
21121,8712.22
21123,7634.48
21125,8041.94
21127,7983.34
21129,8886.59
21131,8733.76
21133,9137.36
21135,9483.09
21137,8768.6
21139,8609.62
21141,9336.87
21143,8248.24
21151,8521.19
21153,8536.49
21155,8564.46
21157,8114.93
21159,9140.82
21161,9403.33
21145,8765.95
21147,8630.18
21149,7892.95
21163,8619.98
21165,8438.55
21167,8960.45
21169,8843.06
21171,10606.17
21173,8920.5
21175,8503.88
21177,8527.67
21179,8355.81
21181,9016.21
21183,8790.55
21185,8163.04
21187,9943.06
21189,9186.44
21191,9763.31
21193,10485.68
21195,8731.94
21197,7879.79
21199,8465.39
21201,10028.52
21203,8715.2
21205,9076.62
21207,8389.35
21209,8891.81
21211,9179.38
21213,10028.77
21215,8724.96
21217,9657.26
21219,8926.18
21221,8210.49
21223,9069.31
21999,*
21225,8375.09
21227,9267.11
21229,9190.16
21231,7599.29
21233,9339.31
21235,9071.41
21237,9115.95
21239,8248.63
,10677.75
22001,10096.03
22003,9828.4
22005,9893.34
22007,10000.28
22009,10801.4
22011,10737.65
22013,11486.44
22015,11013.41
22017,11268.6
22019,9376.22
22021,12278.27
22023,8201.79
22025,11362.77
22027,10959.96
22029,10877.02
22031,11308.61
22033,10549.89
22035,12546.4
22037,10774.92
22039,11825
22041,12903.45
22043,9550.65
22045,9601.22
22047,11144.92
22049,10995.54
22051,10529.8
22053,10691.34
22059,11578.1
22055,9949.7
22057,9018.47
22061,10438.52
22063,10193.26
22065,13665.61
22067,11088.97
22069,10982.92
22071,11836.73
22073,11454.31
22075,10242.12
22077,10259.31
22079,10199.25
22081,15682.22
22083,11857.68
22085,9815.76
22087,11292.92
22089,9878.11
22091,13153.6
22093,10072.4
22095,10552.32
22097,10558.35
22099,9504.24
22101,10305.73
22103,11286.73
22105,12324.8
22107,10527.72
22109,9243.93
22999,*
22111,11634.52
22113,9585.4
22115,11154.57
22117,12496.82
22119,10724.37
22121,11887.95
22123,11631.04
22125,12525.83
22127,11880.97
,11214.67
25001,11077.24
25003,10485.22
25005,11049.06
25007,10950.5
25009,10935.67
25011,8726.34
25013,10303.14
25015,9405.7
25017,11226.41
25019,9485.6
25021,11822.75
25023,11605.8
25025,12677.1
25999,*
25027,11411.74
,11612.34
24001,11732.18
24003,10742.36
24005,12581.92
24510,15733.27
24009,10714.14
24011,11363.62
24013,10959.58
24015,11064.06
24017,11333.28
24019,12595.03
24021,10476.06
24023,9297.39
24025,11226.08
24027,9758.7
24029,12087.69
24031,9982.75
24033,11925.94
24035,10380.36
24039,10619.53
24037,10899.32
24041,10820.74
24999,*
24043,10763.59
24045,11134.21
24047,10547.04
,8613.44
23001,8464.14
23003,8870.17
23005,8808.47
23007,8098
23009,9267.97
23011,8080.6
23013,8171.49
23015,8474.97
23017,8442.37
23019,8871.51
23021,8945.05
23023,7866.4
23025,9200.42
23999,*
23027,8253.86
23029,8437.15
23031,8550.04
,10453.73
26001,8013.38
26003,8352
26005,9287.22
26007,9253.39
26009,8545.77
26011,8488.91
26013,9218.85
26015,8180.57
26017,9836.17
26019,7808.76
26021,8833.63
26023,8784.92
26025,9787.93
26027,8413.7
26029,8156.55
26031,8691.33
26033,8681.23
26035,8724.74
26037,9125.66
26039,8747.04
26041,7359.14
26043,8080.55
26045,9832.46
26047,7852.45
26049,12880.69
26051,8714.93
26053,8125.79
26055,8936.08
26057,9881.53
26059,8830.34
26061,8028.91
26063,10076.37
26065,10324.99
26067,9177.07
26069,8738.85
26071,9146.56
26073,8853.38
26075,10006.44
26077,9358.42
26079,9291.54
26081,9565.19
26083,6942.26
26085,8942.79
26087,9767.5
26089,7865.68
26091,8984.52
26093,9522.83
26095,9931.92
26097,9174.23
26099,11667.61
26101,9280.34
26103,7809.76
26105,8718.85
26107,8234.89
26109,7976.49
26111,8755.28
26113,7837.72
26115,10483.1
26117,9419.81
26119,8291.58
26121,9122.15
26123,8080.04
26125,11430.39
26127,9034.23
26129,9285.4
26131,7459.12
26133,8574.34
26135,9196.21
26137,8312.32
26139,8573.38
26141,8593.48
26143,9174.72
26145,10558.07
26151,9788.09
26153,8592.72
26155,9391.34
26147,9383.9
26149,8333.7
26157,10007.1
26999,*
26159,9221.73
26161,9988.3
26163,12996.04
26165,8203.09
,9151.94
27001,8975.53
27003,9391.67
27005,8499.47
27007,9139.16
27009,10041.89
27011,10341.93
27013,8172.7
27015,9421.02
27017,8976.75
27019,8138.44
27021,8044.98
27023,10560.69
27025,8417.62
27027,9093.45
27029,8962.79
27031,7416.26
27033,8860.69
27035,8563.3
27037,9107.41
27039,9349.14
27041,8465.51
27043,10076.53
27045,8395.8
27047,9263.5
27049,9412
27051,10474.08
27053,9828.5
27055,7298.27
27057,8637.35
27059,8963.43
27061,7697.66
27063,8266.99
27065,8815.73
27067,8580.11
27069,8661.54
27071,9094.11
27073,9682.66
27075,8931.18
27077,10529.88
27079,8468.46
27081,10408.39
27083,8618.93
27087,11924.4
27089,10537.91
27091,8551.2
27085,10087.52
27093,9028.97
27095,8603.14
27097,8007.13
27099,9262.52
27101,10908.14
27103,8508.89
27105,8907.79
27107,9008.14
27109,8922.18
27111,8541.57
27113,8416.81
27115,9960.28
27117,9419.6
27119,10115.33
27121,8689.07
27123,9737.79
27125,6940.91
27127,9983.95
27129,9310.47
27131,7741.12
27133,9430.2
27135,8659.59
27139,8889.05
27141,9656.01
27143,9679.91
27137,8724.3
27145,8815.54
27147,8041.39
27149,11858.92
27151,9663.73
27153,9169.47
27155,10200.39
27999,*
27157,9344.6
27159,8863.39
27161,7780.2
27163,8706.36
27165,9750.26
27167,8819.51
27169,8123.75
27171,8977.02
27173,9872.12
,9305.16
29001,9384.42
29003,10000.84
29005,10070.35
29007,9016.39
29009,8122.55
29011,9650.33
29013,10113.21
29015,8237.84
29017,8059.46
29019,8222.12
29021,9973.38
29023,8392.78
29025,8450.23
29027,8193.73
29029,7817.76
29031,7784.36
29033,9857.28
29035,7478.17
29037,9577.13
29039,8513.32
29041,8523.46
29043,7390.54
29045,10005.71
29047,9187.38
29049,8837.58
29051,7890.49
29053,8120.6
29055,8700.71
29057,7357.19
29059,7679.28
29061,10044.01
29063,10100.13
29065,8372.23
29067,7441.47
29069,9473.24
29071,8982.89
29073,9173.87
29075,11095.39
29077,8141.93
29079,10089.45
29081,11723.97
29083,9161.01
29085,8162.43
29087,8682.3
29089,7703.91
29091,7588.6
29093,10616.59
29095,10262.26
29097,8957.11
29099,9953.85
29101,9017.78
29103,8970.78
29105,8471.45
29107,9265.95
29109,7800.54
29111,9474.71
29113,10534.1
29115,8878.9
29117,10671.84
29121,9405.51
29123,9652.05
29125,8468.46
29127,8874.85
29119,8540.67
29129,8352.22
29131,8049.78
29133,8982
29135,7906.61
29137,9171.26
29139,8390.18
29141,7312.75
29143,9128.54
29145,8627.86
29147,8790.59
29149,7442.5
29151,8123.1
29153,7057.97
29155,9207.2
29157,10344.59
29159,8505.49
29161,9552.04
29163,9466.03
29165,8918.65
29167,8321.47
29169,8463.38
29171,10398.74
29173,8594.95
29175,9219.14
29177,9735
29179,8444.7
29181,9163.65
29195,8720.2
29197,10051.8
29199,11205.03
29201,8642.07
29203,7496.25
29205,8671.07
29183,9654.63
29185,9944.36
29187,9737.02
29189,10231.73
29510,12344.21
29186,9779.28
29207,8430.23
29209,7793.18
29211,9404.76
29213,8416.2
29215,7498.42
29999,*
29217,8305.2
29219,9165.24
29221,9956.17
29223,8588.77
29225,7838.13
29227,9345.31
29229,8407.36
,9901.69
28001,9446.12
28003,10061.12
28005,9058.78
28007,10184.83
28009,9841.81
28011,12426.39
28013,9641.72
28015,9024.29
28017,8727.82
28019,9902
28021,13193.24
28023,10623.74
28025,9434.94
28027,11187.62
28029,9488.42
28031,10830.04
28033,9567.59
28035,10299.45
28037,11700.59
28039,9364.12
28041,11787.9
28043,10842.55
28045,9910.66
28047,9719.46
28049,10298.45
28051,11472.67
28053,10219.47
28055,9205.32
28057,9040.33
28059,9002.14
28061,9680.43
28063,11626.11
28065,9856.55
28067,9941.34
28069,11012.4
28071,8606.94
28073,9241.89
28075,9846.58
28077,10881.59
28079,10465.07
28081,8838.01
28083,10301.44
28085,9729.33
28087,8750.5
28089,8965.46
28091,10913.15
28093,10033.2
28095,9702.76
28097,11744.56
28099,11917.28
28101,10470.21
28103,10295.87
28105,8745.59
28107,10125.6
28109,10164.44
28111,10513.9
28113,10398.27
28115,8474.03
28117,9931.92
28119,10090
28121,9264.82
28123,10771.05
28125,11332.41
28127,9392.62
28129,10509.24
28131,10919.03
28133,12733.31
28135,10787.12
28137,10359.1
28139,9276.41
28141,9153.67
28143,11691.57
28999,*
28145,8410.54
28147,11652.38
28149,10550.59
28151,10411.63
28153,9298.81
28155,9130.56
28157,9343.41
28159,9709.62
28161,9731.13
28163,10914.84
,7624.56
30001,8914.48
30003,12967.01
30005,7521.67
30007,7532.65
30009,8085.04
30011,9736.44
30013,8335.41
30015,8383.03
30017,7707.71
30019,9396.39
30021,6882.51
30023,8844.77
30025,12800.71
30027,6213.26
30029,7145.56
30031,6771.81
30033,5432.19
30035,10167.48
30037,5704.99
30039,6100.51
30041,7316.62
30043,6402.47
30045,6914.38
30047,8152.79
30049,7135.47
30051,8858.71
30053,7203.63
30057,8212.41
30055,6753.28
30059,9797.61
30061,7829.66
30063,6944.28
30065,8098.07
30067,7652.62
30069,7916.11
30071,9266.8
30073,8985.7
30075,6785.16
30077,8199.25
30079,7387.64
30081,6282.76
30083,9078.08
30085,9686.17
30087,7808.63
30089,6975.77
30091,7327.17
30093,7471.8
30095,8499.71
30097,7576.54
30099,7563.26
30101,8403.28
30103,6667.32
30999,*
30105,8546.4
30107,8860.76
30109,9657.02
30111,7960.81
,9068.69
37001,9651.66
37003,8703.65
37005,8774.74
37007,9584.81
37009,8207.46
37011,8508.12
37013,8202.75
37015,10096.32
37017,11351.18
37019,7951.72
37021,7551.21
37023,8574.23
37025,9238.05
37027,8746.29
37029,9178.95
37031,8631.67
37033,9005.68
37035,8418.36
37037,8447.04
37039,6909.1
37041,8977.67
37043,6780.72
37045,8725.07
37047,10140.8
37049,8912.62
37051,9391.19
37053,8128.94
37055,6771.38
37057,9363.39
37059,9705.09
37061,10173.45
37063,10024.96
37065,10054.81
37067,9908.16
37069,9671.29
37071,9792.19
37073,9692.33
37075,7971.78
37077,9130.1
37079,9581.64
37081,9251.38
37083,9918.89
37085,10034.34
37087,7974.31
37089,8012.32
37091,9310.81
37093,10014.49
37095,7428.22
37097,9502.76
37099,7486.95
37101,9725.8
37103,10103.23
37105,9143.55
37107,9467.07
37109,9487.64
37113,7145.52
37115,7638.54
37117,9844.31
