"","project_id","week","day","hour","num_authors"
"3330",30426453,0,1,23,1
"3331",1998481,0,5,10,1
"3332",30341121,0,2,7,1
"3333",17103839,0,2,20,1
"3334",20952758,0,2,4,1
"3335",6922191,0,2,21,1
"3336",5511146,0,2,19,1
"3337",14579103,0,3,14,1
"3338",14699989,0,3,11,1
"3339",14649585,0,1,2,1
"3340",11319572,0,3,9,1
"3341",3574218,0,4,22,1
"3342",5634994,0,3,21,1
"3343",4952739,0,3,8,1
"3344",538472,0,3,21,1
"3345",14287749,0,2,17,1
"3346",1361330,0,1,9,1
"3347",18601681,0,2,21,1
"3348",1866843,0,3,12,1
"3349",22743693,0,4,7,1
"3350",18237445,0,5,11,1
